Номер счёта;Расчётный период;Вид услуги;Начислено;Оплачено;Задолженность;Основание начисления
2100354445;2026-08;Полив;149,27;149,27;0,00;по нормативу
2100359360;2026-06;ХВ;365,21;365,21;0,00;по счётчику
2100359360;2026-06;ХВО;175,30;175,30;0,00;по счётчику
2100359360;2026-06;Полив;231,41;231,41;0,00;по нормативу
2100359360;2026-07;ХВ;425,26;425,26;0,00;по счётчику
2100359360;2026-07;ХВО;204,12;204,12;0,00;по счётчику
2100359360;2026-07;Полив;210,90;210,90;0,00;по нормативу
2100359360;2026-08;ХВ;293,66;64,91;228,75;по счётчику
2100359360;2026-08;ХВО;140,96;31,16;109,80;по счётчику
2100359360;2026-08;Полив;217,54;48,09;169,45;по нормативу
2100360471;2026-06;ХВ;347,04;347,04;0,00;по счётчику
2100360471;2026-06;ХВО;166,58;166,58;0,00;по счётчику
2100360471;2026-07;ХВ;316,69;316,69;0,00;по счётчику
2100360471;2026-07;ХВО;152,01;152,01;0,00;по счётчику
2100360471;2026-08;ХВ;295,27;295,27;0,00;по счётчику
2100360471;2026-08;ХВО;141,73;141,73;0,00;по счётчику
2100364546;2026-06;ХВ;210,94;210,94;0,00;по счётчику
2100364546;2026-06;ХВО;101,25;101,25;0,00;по счётчику
2100364546;2026-07;ХВ;352,85;352,85;0,00;по счётчику
2100364546;2026-07;ХВО;169,37;169,37;0,00;по счётчику
2100364546;2026-08;ХВ;323,36;323,36;0,00;по счётчику
2100364546;2026-08;ХВО;155,21;155,21;0,00;по счётчику
2100371582;2026-06;ХВ;211,12;211,12;0,00;по счётчику
2100371582;2026-06;ХВО;101,34;101,34;0,00;по счётчику
2100371582;2026-07;ХВ;378,90;378,90;0,00;по счётчику
2100371582;2026-07;ХВО;181,87;181,87;0,00;по счётчику
2100371582;2026-08;ХВ;233,81;233,81;0,00;по счётчику
2100371582;2026-08;ХВО;112,23;112,23;0,00;по счётчику
2100374647;2026-06;ХВ;482,27;195,04;287,23;по нормативу
2100374647;2026-06;ХВО;231,49;93,62;137,87;по нормативу
2100374647;2026-06;ГВ;647,45;261,84;385,61;по нормативу
2100374647;2026-06;ГВО;310,78;125,68;185,10;по нормативу
2100374647;2026-07;ХВ;318,94;0,00;318,94;по нормативу
2100374647;2026-07;ХВО;153,09;0,00;153,09;по нормативу
2100374647;2026-07;ГВ;898,65;0,00;898,65;по нормативу
2100374647;2026-07;ГВО;431,35;0,00;431,35;по нормативу
2100374647;2026-08;ХВ;207,20;0,00;207,20;по нормативу
2100374647;2026-08;ХВО;99,46;0,00;99,46;по нормативу
2100374647;2026-08;ГВ;385,47;0,00;385,47;по нормативу
2100374647;2026-08;ГВО;185,03;0,00;185,03;по нормативу
2100382693;2026-06;ХВ;573,84;573,84;0,00;по счётчику
2100382693;2026-06;ХВО;275,44;275,44;0,00;по счётчику
2100382693;2026-06;Полив;163,34;163,34;0,00;по нормативу
2100382693;2026-07;ХВ;557,58;557,58;0,00;по счётчику
2100382693;2026-07;ХВО;267,64;267,64;0,00;по счётчику
2100382693;2026-07;Полив;153,39;153,39;0,00;по нормативу
2100382693;2026-08;ХВ;415,42;415,42;0,00;по счётчику
2100382693;2026-08;ХВО;199,40;199,40;0,00;по счётчику
2100382693;2026-08;Полив;192,75;192,75;0,00;по нормативу
2100384748;2026-06;ХВ;430,13;430,13;0,00;по счётчику
2100384748;2026-06;ХВО;206,46;206,46;0,00;по счётчику
2100384748;2026-07;ХВ;449,24;449,24;0,00;по счётчику
2100384748;2026-07;ХВО;215,64;215,64;0,00;по счётчику
2100384748;2026-08;ХВ;269,11;269,11;0,00;по счётчику
2100384748;2026-08;ХВО;129,17;129,17;0,00;по счётчику
2100393704;2026-06;ХВ;340,57;340,57;0,00;по нормативу
2100393704;2026-06;ХВО;163,47;163,47;0,00;по нормативу
2100393704;2026-07;ХВ;323,40;323,40;0,00;по нормативу
2100393704;2026-07;ХВО;155,23;155,23;0,00;по нормативу
2100393704;2026-08;ХВ;527,75;527,75;0,00;по нормативу
2100393704;2026-08;ХВО;253,32;253,32;0,00;по нормативу
2100394849;2026-06;ХВ;607,87;607,87;0,00;по счётчику
2100394849;2026-06;ХВО;291,78;291,78;0,00;по счётчику
2100394849;2026-07;ХВ;602,21;602,21;0,00;по счётчику
2100394849;2026-07;ХВО;289,06;289,06;0,00;по счётчику
2100394849;2026-08;ХВ;526,20;526,20;0,00;перерасчёт
2100394849;2026-08;ХВО;252,58;252,58;0,00;перерасчёт
2100404415;2026-06;ХВ;358,27;358,27;0,00;по счётчику
2100404415;2026-06;ХВО;171,97;171,97;0,00;по счётчику
2100404415;2026-07;ХВ;418,00;418,00;0,00;по счётчику
2100404415;2026-07;ХВО;200,64;200,64;0,00;по счётчику
2100404415;2026-08;ХВ;578,63;578,63;0,00;по счётчику
2100404415;2026-08;ХВО;277,74;277,74;0,00;по счётчику
2100404815;2026-06;ХВ;294,97;294,97;0,00;по счётчику
2100404815;2026-06;ХВО;141,59;141,59;0,00;по счётчику
2100404815;2026-07;ХВ;432,09;432,09;0,00;по счётчику
2100404815;2026-07;ХВО;207,40;207,40;0,00;по счётчику
2100404815;2026-08;ХВ;307,90;307,90;0,00;по счётчику
2100404815;2026-08;ХВО;147,79;147,79;0,00;по счётчику
2100404950;2026-06;ХВ;401,39;401,39;0,00;по счётчику
2100404950;2026-06;ХВО;192,67;192,67;0,00;по счётчику
2100404950;2026-06;Полив;215,37;215,37;0,00;по нормативу
2100404950;2026-07;ХВ;503,43;503,43;0,00;по счётчику
2100404950;2026-07;ХВО;241,65;241,65;0,00;по счётчику
2100404950;2026-07;Полив;186,14;186,14;0,00;по нормативу
2100404950;2026-08;ХВ;507,35;271,23;236,12;по счётчику
2100404950;2026-08;ХВО;243,53;130,19;113,34;по счётчику
2100404950;2026-08;Полив;232,99;124,55;108,44;по нормативу
2100415051;2026-06;ХВ;317,43;317,43;0,00;по нормативу
2100415051;2026-06;ХВО;152,37;152,37;0,00;по нормативу
2100415051;2026-07;ХВ;506,10;506,10;0,00;по нормативу
2100415051;2026-07;ХВО;242,93;242,93;0,00;по нормативу
2100415051;2026-08;ХВ;344,68;344,68;0,00;по нормативу
2100415051;2026-08;ХВО;165,45;165,45;0,00;по нормативу
2100415926;2026-06;ХВ;616,74;616,74;0,00;по счётчику
2100415926;2026-06;ХВО;296,04;296,04;0,00;по счётчику
2100415926;2026-07;ХВ;547,00;547,00;0,00;по счётчику
2100415926;2026-07;ХВО;262,56;262,56;0,00;по счётчику
2100415926;2026-08;ХВ;234,61;234,61;0,00;по счётчику
2100415926;2026-08;ХВО;112,61;112,61;0,00;по счётчику
2100425152;2026-06;ХВ;627,63;627,63;0,00;по счётчику
2100425152;2026-06;ХВО;301,26;301,26;0,00;по счётчику
2100425152;2026-07;ХВ;271,64;271,64;0,00;перерасчёт
2100425152;2026-07;ХВО;130,39;130,39;0,00;перерасчёт
2100425152;2026-08;ХВ;591,77;591,77;0,00;по счётчику
2100425152;2026-08;ХВО;284,05;284,05;0,00;по счётчику
2100426037;2026-06;ХВ;510,09;510,09;0,00;по нормативу
2100426037;2026-06;ХВО;244,84;244,84;0,00;по нормативу
2100426037;2026-06;ГВ;449,97;449,97;0,00;по нормативу
2100426037;2026-06;ГВО;215,99;215,99;0,00;по нормативу
2100426037;2026-07;ХВ;548,05;399,94;148,11;по нормативу
2100426037;2026-07;ХВО;263,06;191,97;71,09;по нормативу
2100426037;2026-07;ГВ;890,20;649,63;240,57;по нормативу
2100426037;2026-07;ГВО;427,30;311,83;115,47;по нормативу
2100426037;2026-08;ХВ;381,79;0,00;381,79;по нормативу
2100426037;2026-08;ХВО;183,26;0,00;183,26;по нормативу
2100426037;2026-08;ГВ;455,01;0,00;455,01;по нормативу
2100426037;2026-08;ГВО;218,40;0,00;218,40;по нормативу
2100435253;2026-06;ХВ;186,66;186,66;0,00;перерасчёт
2100435253;2026-06;ХВО;89,60;89,60;0,00;перерасчёт
2100435253;2026-07;ХВ;309,28;309,28;0,00;по счётчику
2100435253;2026-07;ХВО;148,45;148,45;0,00;по счётчику
2100435253;2026-08;ХВ;237,33;237,33;0,00;по счётчику
2100435253;2026-08;ХВО;113,92;113,92;0,00;по счётчику
2100437148;2026-06;ХВ;446,19;446,19;0,00;по счётчику
2100437148;2026-06;ХВО;214,17;214,17;0,00;по счётчику
2100437148;2026-07;ХВ;365,61;365,61;0,00;по счётчику
2100437148;2026-07;ХВО;175,49;175,49;0,00;по счётчику
2100437148;2026-08;ХВ;230,73;230,73;0,00;по счётчику
2100437148;2026-08;ХВО;110,75;110,75;0,00;по счётчику
2100445354;2026-06;ХВ;419,92;419,92;0,00;по нормативу
2100445354;2026-06;ХВО;201,56;201,56;0,00;по нормативу
2100445354;2026-06;ГВ;404,08;404,08;0,00;по нормативу
2100445354;2026-06;ГВО;193,96;193,96;0,00;по нормативу
2100445354;2026-06;Полив;172,72;172,72;0,00;по нормативу
2100445354;2026-07;ХВ;478,00;478,00;0,00;по нормативу
2100445354;2026-07;ХВО;229,44;229,44;0,00;по нормативу
2100445354;2026-07;ГВ;595,51;595,51;0,00;по нормативу
2100445354;2026-07;ГВО;285,84;285,84;0,00;по нормативу
2100445354;2026-07;Полив;130,06;130,06;0,00;по нормативу
2100445354;2026-08;ХВ;526,46;113,28;413,18;по нормативу
2100445354;2026-08;ХВО;252,70;54,37;198,33;по нормативу
2100445354;2026-08;ГВ;898,08;193,23;704,85;по нормативу
2100445354;2026-08;ГВО;431,08;92,75;338,33;по нормативу
2100445354;2026-08;Полив;202,61;43,60;159,01;по нормативу
2100448259;2026-06;ХВ;564,84;564,84;0,00;по счётчику
2100448259;2026-06;ХВО;271,12;271,12;0,00;по счётчику
2100448259;2026-07;ХВ;376,94;376,94;0,00;по счётчику
2100448259;2026-07;ХВО;180,93;180,93;0,00;по счётчику
2100448259;2026-08;ХВ;512,56;512,56;0,00;по счётчику
2100448259;2026-08;ХВО;246,03;246,03;0,00;по счётчику
2100455455;2026-06;ХВ;408,76;408,76;0,00;перерасчёт
2100455455;2026-06;ХВО;196,20;196,20;0,00;перерасчёт
2100455455;2026-06;Полив;109,85;109,85;0,00;по нормативу
2100455455;2026-07;ХВ;264,44;264,44;0,00;по счётчику
2100455455;2026-07;ХВО;126,93;126,93;0,00;по счётчику
2100455455;2026-07;Полив;140,78;140,78;0,00;по нормативу
2100455455;2026-08;ХВ;277,68;277,68;0,00;по счётчику
2100455455;2026-08;ХВО;133,29;133,29;0,00;по счётчику
2100455455;2026-08;Полив;146,44;146,44;0,00;по нормативу
2100459360;2026-06;ХВ;258,82;258,82;0,00;по счётчику
2100459360;2026-06;ХВО;124,23;124,23;0,00;по счётчику
2100459360;2026-07;ХВ;622,40;622,40;0,00;по счётчику
2100459360;2026-07;ХВО;298,75;298,75;0,00;по счётчику
2100459360;2026-08;ХВ;183,73;183,73;0,00;по счётчику
2100459360;2026-08;ХВО;88,19;88,19;0,00;по счётчику
2100460471;2026-06;ХВ;319,03;319,03;0,00;по счётчику
2100460471;2026-06;ХВО;153,13;153,13;0,00;по счётчику
2100460471;2026-06;Полив;190,68;190,68;0,00;по нормативу
2100460471;2026-07;ХВ;544,91;544,91;0,00;по счётчику
2100460471;2026-07;ХВО;261,56;261,56;0,00;по счётчику
2100460471;2026-07;Полив;149,57;149,57;0,00;по нормативу
2100460471;2026-08;ХВ;264,91;264,91;0,00;по счётчику
2100460471;2026-08;ХВО;127,16;127,16;0,00;по счётчику
2100460471;2026-08;Полив;91,39;91,39;0,00;по нормативу
2100465556;2026-06;ХВ;210,31;210,31;0,00;по счётчику
2100465556;2026-06;ХВО;100,95;100,95;0,00;по счётчику
2100465556;2026-07;ХВ;558,75;558,75;0,00;по счётчику
2100465556;2026-07;ХВО;268,20;268,20;0,00;по счётчику
2100465556;2026-08;ХВ;578,68;578,68;0,00;по счётчику
2100465556;2026-08;ХВО;277,77;277,77;0,00;по счётчику
2100471582;2026-06;ХВ;453,16;14,01;439,15;по счётчику
2100471582;2026-06;ХВО;217,52;6,72;210,80;по счётчику
2100471582;2026-06;Полив;247,55;7,65;239,90;по нормативу
2100471582;2026-07;ХВ;439,60;0,00;439,60;по счётчику
2100471582;2026-07;ХВО;211,01;0,00;211,01;по счётчику
2100471582;2026-07;Полив;205,55;0,00;205,55;по нормативу
2100471582;2026-08;ХВ;313,06;0,00;313,06;по счётчику
2100471582;2026-08;ХВО;150,27;0,00;150,27;по счётчику
2100471582;2026-08;Полив;157,69;0,00;157,69;по нормативу
2100475657;2026-06;ХВ;611,47;611,47;0,00;по счётчику
2100475657;2026-06;ХВО;293,51;293,51;0,00;по счётчику
2100475657;2026-06;Полив;180,25;180,25;0,00;по нормативу
2100475657;2026-07;ХВ;323,77;323,77;0,00;по счётчику
2100475657;2026-07;ХВО;155,41;155,41;0,00;по счётчику
2100475657;2026-07;Полив;161,24;161,24;0,00;по нормативу
2100475657;2026-08;ХВ;646,77;646,77;0,00;по счётчику
2100475657;2026-08;ХВО;310,45;310,45;0,00;по счётчику
2100475657;2026-08;Полив;185,45;185,45;0,00;по нормативу
2100482693;2026-06;ХВ;646,26;646,26;0,00;по счётчику
2100482693;2026-06;ХВО;310,20;310,20;0,00;по счётчику
2100482693;2026-06;Полив;145,89;145,89;0,00;по нормативу
2100482693;2026-07;ХВ;254,69;254,69;0,00;по счётчику
2100482693;2026-07;ХВО;122,25;122,25;0,00;по счётчику
2100482693;2026-07;Полив;204,59;204,59;0,00;по нормативу
2100482693;2026-08;ХВ;535,96;354,86;181,10;по счётчику
2100482693;2026-08;ХВО;257,26;170,33;86,93;по счётчику
2100482693;2026-08;Полив;188,65;124,90;63,75;по нормативу
2100485758;2026-06;ХВ;565,39;565,39;0,00;по счётчику
2100485758;2026-06;ХВО;271,39;271,39;0,00;по счётчику
2100485758;2026-07;ХВ;409,76;409,76;0,00;по счётчику
2100485758;2026-07;ХВО;196,68;196,68;0,00;по счётчику
2100485758;2026-08;ХВ;465,39;465,39;0,00;по счётчику
2100485758;2026-08;ХВО;223,39;223,39;0,00;по счётчику
2100493704;2026-06;ХВ;341,47;341,47;0,00;по нормативу
2100493704;2026-06;ХВО;163,91;163,91;0,00;по нормативу
2100493704;2026-07;ХВ;243,09;243,09;0,00;по нормативу
2100493704;2026-07;ХВО;116,68;116,68;0,00;по нормативу
2100493704;2026-08;ХВ;184,29;184,29;0,00;по нормативу
2100493704;2026-08;ХВО;88,46;88,46;0,00;по нормативу
2100495859;2026-06;ХВ;460,94;460,94;0,00;перерасчёт
2100495859;2026-06;ХВО;221,25;221,25;0,00;перерасчёт
2100495859;2026-06;ГВ;895,13;895,13;0,00;по нормативу
2100495859;2026-06;ГВО;429,66;429,66;0,00;по нормативу
2100495859;2026-07;ХВ;649,41;649,41;0,00;по нормативу
2100495859;2026-07;ХВО;311,72;311,72;0,00;по нормативу
2100495859;2026-07;ГВ;622,37;622,37;0,00;по нормативу
2100495859;2026-07;ГВО;298,74;298,74;0,00;по нормативу
2100495859;2026-08;ХВ;284,21;65,05;219,16;по нормативу
2100495859;2026-08;ХВО;136,42;31,22;105,20;по нормативу
2100495859;2026-08;ГВ;811,06;185,63;625,43;по нормативу
2100495859;2026-08;ГВО;389,31;89,10;300,21;по нормативу
2100504815;2026-06;ХВ;205,61;0,00;205,61;по счётчику
2100504815;2026-06;ХВО;98,69;0,00;98,69;по счётчику
2100504815;2026-07;ХВ;292,99;0,00;292,99;по счётчику
2100504815;2026-07;ХВО;140,64;0,00;140,64;по счётчику
2100504815;2026-08;ХВ;395,59;0,00;395,59;по счётчику
2100504815;2026-08;ХВО;189,88;0,00;189,88;по счётчику
2100505516;2026-06;ХВ;413,85;413,85;0,00;по счётчику
2100505516;2026-06;ХВО;198,65;198,65;0,00;по счётчику
2100505516;2026-07;ХВ;577,68;258,12;319,56;по счётчику
2100505516;2026-07;ХВО;277,29;123,90;153,39;по счётчику
2100505516;2026-08;ХВ;285,67;0,00;285,67;по счётчику
2100505516;2026-08;ХВО;137,12;0,00;137,12;по счётчику
2100505960;2026-06;ХВ;260,36;260,36;0,00;по счётчику
2100505960;2026-06;ХВО;124,97;124,97;0,00;по счётчику
2100505960;2026-07;ХВ;418,63;418,63;0,00;перерасчёт
2100505960;2026-07;ХВО;200,94;200,94;0,00;перерасчёт
2100505960;2026-08;ХВ;483,56;483,56;0,00;перерасчёт
2100505960;2026-08;ХВО;232,11;232,11;0,00;перерасчёт
2100515926;2026-06;ХВ;274,02;274,02;0,00;по счётчику
2100515926;2026-06;ХВО;131,53;131,53;0,00;по счётчику
2100515926;2026-07;ХВ;354,25;354,25;0,00;по счётчику
2100515926;2026-07;ХВО;170,04;170,04;0,00;по счётчику
2100515926;2026-08;ХВ;522,93;522,93;0,00;по счётчику
2100515926;2026-08;ХВО;251,01;251,01;0,00;по счётчику
2100516061;2026-06;ХВ;571,11;571,11;0,00;по нормативу
2100516061;2026-06;ХВО;274,13;274,13;0,00;по нормативу
2100516061;2026-07;ХВ;491,53;491,53;0,00;по нормативу
2100516061;2026-07;ХВО;235,93;235,93;0,00;по нормативу
2100516061;2026-08;ХВ;544,42;544,42;0,00;по нормативу
2100516061;2026-08;ХВО;261,32;261,32;0,00;по нормативу
2100526037;2026-06;ХВ;474,49;474,49;0,00;по нормативу
2100526037;2026-06;ХВО;227,76;227,76;0,00;по нормативу
2100526037;2026-06;ГВ;792,63;792,63;0,00;по нормативу
2100526037;2026-06;ГВО;380,46;380,46;0,00;по нормативу
2100526037;2026-07;ХВ;407,40;407,40;0,00;по нормативу
2100526037;2026-07;ХВО;195,55;195,55;0,00;по нормативу
2100526037;2026-07;ГВ;692,66;692,66;0,00;перерасчёт
2100526037;2026-07;ГВО;332,48;332,48;0,00;перерасчёт
2100526037;2026-08;ХВ;261,24;261,24;0,00;по нормативу
2100526037;2026-08;ХВО;125,40;125,40;0,00;по нормативу
2100526037;2026-08;ГВ;650,44;650,44;0,00;по нормативу
2100526037;2026-08;ГВО;312,21;312,21;0,00;по нормативу
2100537148;2026-06;ХВ;356,87;356,87;0,00;по счётчику
2100537148;2026-06;ХВО;171,30;171,30;0,00;по счётчику
2100537148;2026-07;ХВ;397,32;397,32;0,00;по счётчику
2100537148;2026-07;ХВО;190,71;190,71;0,00;по счётчику
2100537148;2026-08;ХВ;386,38;386,38;0,00;по счётчику
2100537148;2026-08;ХВО;185,46;185,46;0,00;по счётчику
2100546364;2026-06;ХВ;431,41;431,41;0,00;по счётчику
2100546364;2026-06;ХВО;207,08;207,08;0,00;по счётчику
2100546364;2026-07;ХВ;535,04;535,04;0,00;по счётчику
2100546364;2026-07;ХВО;256,82;256,82;0,00;по счётчику
2100546364;2026-08;ХВ;262,73;262,73;0,00;по счётчику
2100546364;2026-08;ХВО;126,11;126,11;0,00;по счётчику
2100548259;2026-06;ХВ;252,80;252,80;0,00;по счётчику
2100548259;2026-06;ХВО;121,34;121,34;0,00;по счётчику
2100548259;2026-07;ХВ;434,24;434,24;0,00;по счётчику
2100548259;2026-07;ХВО;208,44;208,44;0,00;по счётчику
2100548259;2026-08;ХВ;477,13;477,13;0,00;по счётчику
2100548259;2026-08;ХВО;229,02;229,02;0,00;по счётчику
2100556465;2026-06;ХВ;210,44;210,44;0,00;по счётчику
2100556465;2026-06;ХВО;101,01;101,01;0,00;по счётчику
2100556465;2026-06;Полив;178,90;178,90;0,00;по нормативу
2100556465;2026-07;ХВ;500,46;500,46;0,00;по счётчику
2100556465;2026-07;ХВО;240,22;240,22;0,00;по счётчику
2100556465;2026-07;Полив;126,93;126,93;0,00;по нормативу
2100556465;2026-08;ХВ;610,48;610,48;0,00;по счётчику
2100556465;2026-08;ХВО;293,03;293,03;0,00;по счётчику
2100556465;2026-08;Полив;128,52;128,52;0,00;по нормативу
2100559360;2026-06;ХВ;328,81;328,81;0,00;по счётчику
2100559360;2026-06;ХВО;157,83;157,83;0,00;по счётчику
2100559360;2026-06;Полив;236,49;236,49;0,00;по нормативу
2100559360;2026-07;ХВ;187,08;187,08;0,00;по счётчику
2100559360;2026-07;ХВО;89,80;89,80;0,00;по счётчику
2100559360;2026-07;Полив;216,77;216,77;0,00;по нормативу
2100559360;2026-08;ХВ;359,17;111,90;247,27;по счётчику
2100559360;2026-08;ХВО;172,40;53,71;118,69;по счётчику
2100559360;2026-08;Полив;133,55;41,61;91,94;по нормативу
2100560471;2026-06;ХВ;495,34;495,34;0,00;по счётчику
2100560471;2026-06;ХВО;237,76;237,76;0,00;по счётчику
2100560471;2026-07;ХВ;542,12;542,12;0,00;по счётчику
2100560471;2026-07;ХВО;260,22;260,22;0,00;по счётчику
2100560471;2026-08;ХВ;634,04;634,04;0,00;по счётчику
2100560471;2026-08;ХВО;304,34;304,34;0,00;по счётчику
2100571582;2026-06;ХВ;190,90;190,90;0,00;по счётчику
2100571582;2026-06;ХВО;91,63;91,63;0,00;по счётчику
2100571582;2026-07;ХВ;249,46;249,46;0,00;по счётчику
2100571582;2026-07;ХВО;119,74;119,74;0,00;по счётчику
2100571582;2026-08;ХВ;201,25;201,25;0,00;по счётчику
2100571582;2026-08;ХВО;96,60;96,60;0,00;по счётчику
2100576667;2026-06;ХВ;343,30;343,30;0,00;по счётчику
2100576667;2026-06;ХВО;164,78;164,78;0,00;по счётчику
2100576667;2026-06;Полив;258,25;258,25;0,00;по нормативу
2100576667;2026-07;ХВ;608,71;608,71;0,00;по счётчику
2100576667;2026-07;ХВО;292,18;292,18;0,00;по счётчику
2100576667;2026-07;Полив;103,57;103,57;0,00;по нормативу
2100576667;2026-08;ХВ;376,77;376,77;0,00;по счётчику
2100576667;2026-08;ХВО;180,85;180,85;0,00;по счётчику
2100576667;2026-08;Полив;258,32;258,32;0,00;по нормативу
2100586768;2026-06;ХВ;451,31;451,31;0,00;по счётчику
2100586768;2026-06;ХВО;216,63;216,63;0,00;по счётчику
2100586768;2026-07;ХВ;244,99;244,99;0,00;по счётчику
2100586768;2026-07;ХВО;117,60;117,60;0,00;по счётчику
2100586768;2026-08;ХВ;196,51;196,51;0,00;по счётчику
2100586768;2026-08;ХВО;94,32;94,32;0,00;по счётчику
2100593704;2026-06;ХВ;572,45;572,45;0,00;по нормативу
2100593704;2026-06;ХВО;274,78;274,78;0,00;по нормативу
2100593704;2026-07;ХВ;412,77;412,77;0,00;по нормативу
2100593704;2026-07;ХВО;198,13;198,13;0,00;по нормативу
2100593704;2026-08;ХВ;243,29;243,29;0,00;по нормативу
2100593704;2026-08;ХВО;116,78;116,78;0,00;по нормативу
2100606617;2026-06;ХВ;324,56;324,56;0,00;по счётчику
2100606617;2026-06;ХВО;155,79;155,79;0,00;по счётчику
2100606617;2026-07;ХВ;424,26;424,26;0,00;по счётчику
2100606617;2026-07;ХВО;203,64;203,64;0,00;по счётчику
2100606617;2026-08;ХВ;397,27;397,27;0,00;по счётчику
2100606617;2026-08;ХВО;190,69;190,69;0,00;по счётчику
2100606970;2026-06;ХВ;564,60;564,60;0,00;по счётчику
2100606970;2026-06;ХВО;271,01;271,01;0,00;по счётчику
2100606970;2026-07;ХВ;582,80;582,80;0,00;по счётчику
2100606970;2026-07;ХВО;279,74;279,74;0,00;по счётчику
2100606970;2026-08;ХВ;308,90;308,90;0,00;по счётчику
2100606970;2026-08;ХВО;148,27;148,27;0,00;по счётчику
2100615926;2026-06;ХВ;640,20;640,20;0,00;по счётчику
2100615926;2026-06;ХВО;307,30;307,30;0,00;по счётчику
2100615926;2026-06;Полив;202,81;202,81;0,00;по нормативу
2100615926;2026-07;ХВ;600,06;600,06;0,00;по счётчику
2100615926;2026-07;ХВО;288,03;288,03;0,00;по счётчику
2100615926;2026-07;Полив;167,16;167,16;0,00;по нормативу
2100615926;2026-08;ХВ;597,89;597,89;0,00;по счётчику
2100615926;2026-08;ХВО;286,99;286,99;0,00;по счётчику
2100615926;2026-08;Полив;251,69;251,69;0,00;по нормативу
2100617071;2026-06;ХВ;479,95;479,95;0,00;по нормативу
2100617071;2026-06;ХВО;230,38;230,38;0,00;по нормативу
2100617071;2026-07;ХВ;512,29;198,57;313,72;по нормативу
2100617071;2026-07;ХВО;245,90;95,32;150,58;по нормативу
2100617071;2026-08;ХВ;189,69;0,00;189,69;по нормативу
2100617071;2026-08;ХВО;91,05;0,00;91,05;по нормативу
2100626037;2026-06;ХВ;638,03;638,03;0,00;по нормативу
2100626037;2026-06;ХВО;306,25;306,25;0,00;по нормативу
2100626037;2026-06;ГВ;842,07;842,07;0,00;по нормативу
2100626037;2026-06;ГВО;404,19;404,19;0,00;по нормативу
2100626037;2026-06;Полив;221,34;221,34;0,00;по нормативу
2100626037;2026-07;ХВ;393,45;393,45;0,00;по нормативу
2100626037;2026-07;ХВО;188,86;188,86;0,00;по нормативу
2100626037;2026-07;ГВ;584,81;584,81;0,00;по нормативу
2100626037;2026-07;ГВО;280,71;280,71;0,00;по нормативу
2100626037;2026-07;Полив;254,63;254,63;0,00;по нормативу
2100626037;2026-08;ХВ;551,91;247,28;304,63;по нормативу
2100626037;2026-08;ХВО;264,92;118,69;146,23;по нормативу
2100626037;2026-08;ГВ;535,82;240,07;295,75;по нормативу
2100626037;2026-08;ГВО;257,19;115,23;141,96;по нормативу
2100626037;2026-08;Полив;142,45;63,82;78,63;по нормативу
2100627172;2026-06;ХВ;464,48;464,48;0,00;по счётчику
2100627172;2026-06;ХВО;222,95;222,95;0,00;по счётчику
2100627172;2026-07;ХВ;404,05;404,05;0,00;по счётчику
2100627172;2026-07;ХВО;193,94;193,94;0,00;по счётчику
2100627172;2026-08;ХВ;533,29;533,29;0,00;по счётчику
2100627172;2026-08;ХВО;255,98;255,98;0,00;по счётчику
2100637148;2026-06;ХВ;408,71;408,71;0,00;по счётчику
2100637148;2026-06;ХВО;196,18;196,18;0,00;по счётчику
2100637148;2026-06;Полив;174,32;174,32;0,00;по нормативу
2100637148;2026-07;ХВ;495,76;495,76;0,00;по счётчику
2100637148;2026-07;ХВО;237,96;237,96;0,00;по счётчику
2100637148;2026-07;Полив;142,55;142,55;0,00;по нормативу
2100637148;2026-08;ХВ;526,95;526,95;0,00;по счётчику
2100637148;2026-08;ХВО;252,94;252,94;0,00;по счётчику
2100637148;2026-08;Полив;98,05;98,05;0,00;по нормативу
2100637273;2026-06;ХВ;365,49;365,49;0,00;по счётчику
2100637273;2026-06;ХВО;175,44;175,44;0,00;по счётчику
2100637273;2026-06;Полив;145,37;145,37;0,00;по нормативу
2100637273;2026-07;ХВ;464,25;464,25;0,00;по счётчику
2100637273;2026-07;ХВО;222,84;222,84;0,00;по счётчику
2100637273;2026-07;Полив;135,02;135,02;0,00;по нормативу
2100637273;2026-08;ХВ;304,80;304,80;0,00;по счётчику
2100637273;2026-08;ХВО;146,30;146,30;0,00;по счётчику
2100637273;2026-08;Полив;213,83;213,83;0,00;по нормативу
2100647374;2026-06;ХВ;451,90;451,90;0,00;по нормативу
2100647374;2026-06;ХВО;216,91;216,91;0,00;по нормативу
2100647374;2026-06;ГВ;591,09;591,09;0,00;по нормативу
2100647374;2026-06;ГВО;283,72;283,72;0,00;по нормативу
2100647374;2026-07;ХВ;295,80;295,80;0,00;по нормативу
2100647374;2026-07;ХВО;141,98;141,98;0,00;по нормативу
2100647374;2026-07;ГВ;949,78;949,78;0,00;по нормативу
2100647374;2026-07;ГВО;455,89;455,89;0,00;по нормативу
2100647374;2026-08;ХВ;184,05;130,30;53,75;по нормативу
2100647374;2026-08;ХВО;88,34;62,54;25,80;по нормативу
2100647374;2026-08;ГВ;583,57;413,14;170,43;по нормативу
2100647374;2026-08;ГВО;280,11;198,31;81,80;по нормативу
2100648259;2026-06;ХВ;591,07;591,07;0,00;по счётчику
2100648259;2026-06;ХВО;283,71;283,71;0,00;по счётчику
